"","id","year","title","imdbid","rating","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"100",5500,1901,"Bluebeard",131934,0,"tt0131934","short","Bluebeard","Barbe-bleue",0,"1901","\N","12","Horror,Short"
"101",1252,1902,"Le voyage dans la lune",417,0,"tt0000417","short","A Trip to the Moon","Le voyage dans la lune",0,"1902","\N","13","Action,Adventure,Comedy"
"102",5431,1902,"Gulliver&#39;s Travels",229024,0,"tt0229024","short","Gulliver's Travels","Le voyage de Gulliver à Lilliput et chez les géants",0,"1902","\N","4","Fantasy,Short"
"103",5432,1902,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",367177,0,"tt0367177","short","The Twentieth Century Tramp; or, Happy Hooligan and His Airship","The Twentieth Century Tramp; or, Happy Hooligan and His Airship",0,"1902","\N","1","Comedy,Fantasy,Short"
"104",5443,1902,"Mephistopheles&#39; School of Magic",413,0,"tt0000413","short","The Devil's Money Bags","Les trésors de satan",0,"1902","\N","3","Comedy,Fantasy,Horror"
"105",1319,1903,"Great Train Robbery, The",439,0,"tt0000439","short","The Great Train Robbery","The Great Train Robbery",0,"1903","\N","11","Action,Adventure,Crime"
"106",5002,1903,"Infernal Boiling Pot, The",135180,0,"tt0135180","short","The Infernal Cauldron","Le chaudron infernal",0,"1903","\N","2","Horror,Short"
"107",5063,1903,"Music Lover, The",455,0,"tt0000455","short","The Music Lover","Le mélomane",0,"1903","\N","3","Comedy,Music,Short"
"108",5064,1903,"Monster, The",223755,0,"tt0223755","short","The Monster","Le monstre",0,"1903","\N","3","Fantasy,Horror,Short"
"109",5683,1903,"Enchanted Well, The",189498,0,"tt0189498","short","The Enchanted Well","Le puits fantastique",0,"1903","\N","4","Drama,Fantasy,Short"
"110",5224,1904,"Cook in Trouble, The",215664,0,"tt0215664","short","The Cook in Trouble","Sorcellerie culinaire",0,"1904","\N","4","Comedy,Fantasy,Short"
"111",5404,1904,"Living Playing Cards, The",135179,0,"tt0135179","short","The Living Playing Cards","Les cartes vivantes",0,"1905","\N","3","Comedy,Fantasy,Short"
"112",5601,1904,"Untamable Whiskers, The",135631,0,"tt0135631","short","The Untamable Whiskers","Le roi du maquillage",0,"1904","\N","3","Fantasy,Short"
"113",6135,1904,"Le voyage a travers l&#39;impossible",499,0,"tt0000499","short","An Impossible Voyage","Le voyage à travers l'impossible",0,"1904","\N","24","Action,Adventure,Family"
"114",5003,1905,"Scheming Gambler&#39;s Paradise, The",135690,0,"tt0135690","short","The Scheming Gambler's Paradise","Le tripot clandestin",0,"1905","\N","3","Short"
"115",5602,1905,"Black Imp, The",215575,0,"tt0215575","short","The Black Imp","Le diable noir",0,"1905","\N","4","Comedy,Fantasy,Horror"
"116",1349,1906,"Story of the Kelly Gang, The",574,1,"tt0000574","movie","The Story of the Kelly Gang","The Story of the Kelly Gang",0,"1906","\N","70","Action,Adventure,Biography"
"117",5024,1906,"Mysterious Retort, The",216016,0,"tt0216016","short","The Mysterious Retort","Alchimiste Parafaragaramus ou La cornue infernale",0,"1906","\N","3","Fantasy,Mystery,Short"
"118",5435,1906,"Humorous Phases of Funny Faces",554,0,"tt0000554","short","Humorous Phases of Funny Faces","Humorous Phases of Funny Faces",0,"1906","\N","3","Animation,Comedy,Family"
"119",5603,1906,"Hilarious Posters, The",135122,0,"tt0135122","short","The Hilarious Posters","Les affiches en goguette",0,"1906","\N","3","Comedy,Fantasy,Short"
"120",5684,1906,"400 Tricks of the Devil, The",567,0,"tt0000567","short","The 400 Tricks of the Devil","Les quatre cents farces du diable",0,"1906","\N","17","Fantasy,Horror,Short"
"121",6206,1906,"A Funny Shave",449172,0,"tt0449172","short","A Funny Shave","Ah! La barbe!",0,"1906","\N","2","Comedy,Short"
"122",7215,1906,"Consequence of Feminism, The",1260944,0,"tt1260944","short","The Consequences of Feminism","Les résultats du féminisme",0,"1906","\N","7","Comedy,Short"
"123",5223,1907,"Eclipse: Courtship of the Sun and Moon, The",215737,0,"tt0215737","short","The Eclipse: Courtship of the Sun and Moon","L'éclipse du soleil en pleine lune",0,"1907","\N","9","Comedy,Fantasy,Romance"
"124",5615,1907,"Good Glue Sticks",215817,0,"tt0215817","short","Good Glue Sticks","La colle universelle",0,"1907","\N","5","Comedy,Short"
"125",6231,1908,"Unusual Cooking",1802750,0,"tt1802750","short","Unusual Cooking","Cuisine abracadabrante",0,"1908","\N","3","Animation,Short"
"126",4409,1909,"Princess Nicotine; or, The Smoke Fairy",1009,2,"tt0001009","short","Princess Nicotine; or, the Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",0,"1909","\N","5","Comedy,Fantasy,Short"
"127",5635,1909,"Devilish Tenant, The",127948,0,"tt0127948","short","The Devilish Tenant","Le locataire diabolique",0,"1909","\N","6","Comedy,Short"
"128",6211,1909,"Le barometre de la fidelite",277596,1,"tt0277596","short","Le baromètre de la fidélité","Le baromètre de la fidélité",0,"1915","\N","15","Comedy,Short"
"129",1464,1910,"Tilly the Tomboy Visits the Poor",232821,3,"tt0232821","short","Tilly the Tomboy Visits the Poor","Tilly the Tomboy Visits the Poor",0,"1910","\N","6","Comedy,Short"
"130",4983,1910,"Mobilier fidele",486978,0,"tt0486978","short","The Automatic Moving Company","Mobilier fidèle",0,"1910","\N","4","Animation,Comedy,Short"
"131",5685,1910,"A Trip to Mars",1515725,0,"tt1515725","short","A Trip to Mars","A Trip to Mars",0,"1910","\N","5","Adventure,Fantasy,Sci-Fi"
"132",2003,1912,"Cleopatra",2101,2,"tt0002101","movie","Cleopatra","Cleopatra",0,"1912","\N","100","Drama,History"
"133",2005,1912,"Invaders, The",2281,0,"tt0002281","short","The Invaders","The Invaders",0,"1912","\N","41","Short,Western"
"134",5357,1912,"Max and the Donkey",277865,0,"tt0277865","short","L'âne jaloux","L'âne jaloux",0,"1912","\N","7","Comedy,Short"
"135",5364,1913,"Voyage of the Bourrichon Family, The",3512,0,"tt0003512","short","The Voyage of the Bourrichon Family","Le voyage de la famille Bourrichon",0,"1913","\N","15","Comedy,Short"
"136",5915,1913,"Suspense",3424,0,"tt0003424","short","Suspense","Suspense",0,"1913","\N","10","Drama,Horror,Short"
"137",4457,1914,"A Florida Enchantment",3973,2,"tt0003973","movie","A Florida Enchantment","A Florida Enchantment",0,"1914","\N","63","Comedy"
"138",1258,1915,"Birth of a Nation, The",4972,2,"tt0004972","movie","The Birth of a Nation","The Birth of a Nation",0,"1915","\N","195","Drama,History,War"
"139",2008,1916,"Gretchen the Greenhorn",6745,3,"tt0006745","movie","Gretchen the Greenhorn","Gretchen the Greenhorn",0,"1916","\N","58","Crime,Drama,Romance"
"140",2014,1916,"Lady Windermere&#39;s Fan",279914,3,"tt0279914","movie","Lady Windermere's Fan","Lady Windermere's Fan",0,"1916","\N","66","Comedy,Drama"
"141",5368,1916,"Vagabond, The",7507,0,"tt0007507","short","The Vagabond","The Vagabond",0,"1916","\N","24","Comedy,Drama,Romance"
"142",5944,1916,"Intolerance: Love&#39;s Struggle Throughout the Ages",6864,0,"tt0006864","movie","Intolerance","Intolerance: Love's Struggle Throughout the Ages",0,"1916","\N","163","Drama,History"
"143",7004,1916,"Snow White",7361,3,"tt0007361","movie","Snow White","Snow White",0,"1916","\N","63","Fantasy,Romance"
"144",1981,1917,"A Tale of Two Cities",8652,3,"tt0008652","movie","A Tale of Two Cities","A Tale of Two Cities",0,"1917","\N","70","Drama,History,Romance"
"145",1993,1917,"Rebecca of Sunnybrook Farm",8499,3,"tt0008499","movie","Rebecca of Sunnybrook Farm","Rebecca of Sunnybrook Farm",0,"1917","\N","78","Comedy,Drama"
"146",1994,1917,"Poor Little Rich Girl, The",8443,3,"tt0008443","movie","The Poor Little Rich Girl","The Poor Little Rich Girl",0,"1917","\N","78","Comedy,Drama,Family"
"147",2015,1917,"A Romance of the Redwoods",8519,0,"tt0008519","movie","A Romance of the Redwoods","A Romance of the Redwoods",0,"1917","\N","91","Adventure,Comedy,Drama"
"148",2019,1917,"Raffles, the Amateur Cracksman",8489,2,"tt0008489","movie","Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",0,"1917","\N","70","Adventure,Crime,Romance"
"149",1996,1918,"Tarzan of the Apes",9682,3,"tt0009682","movie","Tarzan of the Apes","Tarzan of the Apes",0,"1918","\N","73","Action,Adventure"
"150",2007,1918,"Stella Maris",9652,3,"tt0009652","movie","Stella Maris","Stella Maris",0,"1918","\N","84","Drama"
"151",5441,1918,"Are Crooks Dishonest?",8844,0,"tt0008844","short","Are Crooks Dishonest?","Are Crooks Dishonest?",0,"1918","\N","13","Comedy,Short"
"152",7108,1918,"Ich mochte kein Mann sein",10281,3,"tt0010281","movie","I Don't Want to Be a Man","Ich möchte kein Mann sein",0,"1918","\N","45","Comedy,Romance"
"153",2018,1919,"When the Clouds Roll by",10879,3,"tt0010879","movie","When the Clouds Roll by","When the Clouds Roll By",0,"1919","\N","85","Action,Comedy,Romance"
"154",2588,1919,"Broken Blossoms or The Yellow Man and the Girl",9968,0,"tt0009968","movie","Broken Blossoms","Broken Blossoms or The Yellow Man and the Girl",0,"1919","\N","90","Drama,Romance"
"155",1306,1920,"Cabinet of Dr. Caligari, The",10323,0,"tt0010323","movie","The Cabinet of Dr. Caligari","Das Cabinet des Dr. Caligari",0,"1920","\N","76","Horror,Mystery,Thriller"
"156",1991,1920,"Pollyanna",11588,3,"tt0011588","movie","Pollyanna","Pollyanna",0,"1920","\N","58","Comedy,Drama,Family"
"157",5948,1920,"Within Our Gates",11870,3,"tt0011870","movie","Within Our Gates","Within Our Gates",0,"1920","\N","79","Drama,Romance"
"158",1263,1921,"Orphans of the Storm",12532,3,"tt0012532","movie","Orphans of the Storm","Orphans of the Storm",0,"1921","\N","150","Drama,History,Romance"
"159",3945,1921,"Kid, The",12349,0,"tt0012349","movie","The Kid","The Kid",0,"1921","\N","68","Comedy,Drama,Family"
"160",4204,1921,"Blot, The",11979,3,"tt0011979","movie","The Blot","The Blot",0,"1921","\N","91","Drama,Romance"
"161",5898,1921,"K&ouml;rkarlen (The Phantom Carriage)",12364,2,"tt0012364","movie","The Phantom Carriage","Körkarlen",0,"1921","\N","107","Drama,Fantasy,Horror"
"162",1307,1922,"Nosferatu, eine Symphonie des Grauens",13442,2,"tt0013442","movie","Nosferatu","Nosferatu, eine Symphonie des Grauens",0,"1922","\N","94","Fantasy,Horror"
"163",1631,1922,"Phantom, The",13496,2,"tt0013496","movie","Phantom","Phantom",0,"1922","\N","125","Drama,Romance"
"164",1778,1922,"Nathan der Weise",13428,2,"tt0013428","movie","Nathan der Weise","Nathan der Weise",0,"1922","\N","128","Drama,History"
"165",2001,1922,"Man from Beyond, The",13367,1,"tt0013367","movie","The Man from Beyond","The Man from Beyond",0,"1922","\N","74","Mystery,Sci-Fi"
"166",3800,1922,"H&auml;xan: Witchcraft Through the Ages",13257,3,"tt0013257","movie","Häxan","Häxan",0,"1922","\N","91","Documentary,Fantasy,Horror"
"167",5361,1922,"Paleface, The",12543,0,"tt0012543","short","The Paleface","The Paleface",0,"1922","\N","20","Comedy,Short,Western"
"168",5901,1922,"Nanook of the North",13427,1,"tt0013427","movie","Nanook of the North","Nanook of the North",0,"1922","\N","78","Documentary"
"169",5958,1922,"Foolish Wives",13140,3,"tt0013140","movie","Foolish Wives","Foolish Wives",0,"1922","\N","117","Drama,Thriller"
"170",5967,1922,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",13086,3,"tt0013086","movie","Dr. Mabuse, the Gambler","Dr. Mabuse, der Spieler",0,"1922","\N","242","Crime,Mystery,Thriller"
"171",1961,1923,"Safety Last!",14429,0,"tt0014429","movie","Safety Last!","Safety Last!",0,"1923","\N","74","Action,Comedy,Thriller"
"172",1967,1923,"Why Worry?",14611,0,"tt0014611","movie","Why Worry?","Why Worry?",0,"1923","\N","63","Adventure,Comedy,Family"
"173",1998,1923,"Silent Command, The",14469,2,"tt0014469","movie","The Silent Command","The Silent Command",0,"1923","\N","80","Drama"
