id,title,imdbid,year,rating
2014,Lady Windermere&#39;s Fan,0279914,1916,3
5368,"Vagabond, The",0007507,1916,0
5944,Intolerance: Love&#39;s Struggle Throughout the Ages,0006864,1916,0
7004,Snow White,0007361,1916,3
1981,A Tale of Two Cities,0008652,1917,3
1993,Rebecca of Sunnybrook Farm,0008499,1917,3
1994,"Poor Little Rich Girl, The",0008443,1917,3
2015,A Romance of the Redwoods,0008519,1917,0
2019,"Raffles, the Amateur Cracksman",0008489,1917,2
1996,Tarzan of the Apes,0009682,1918,3
2007,Stella Maris,0009652,1918,3
5441,Are Crooks Dishonest?,0008844,1918,0
7108,Ich mochte kein Mann sein,0010281,1918,3
2018,When the Clouds Roll by,0010879,1919,3
2588,Broken Blossoms or The Yellow Man and the Girl,0009968,1919,0
1306,"Cabinet of Dr. Caligari, The",0010323,1920,0
1991,Pollyanna,0011588,1920,3
5948,Within Our Gates,0011870,1920,3
1263,Orphans of the Storm,0012532,1921,3
3945,"Kid, The",0012349,1921,0
4204,"Blot, The",0011979,1921,3
5898,K&ouml;rkarlen (The Phantom Carriage),0012364,1921,2
1307,"Nosferatu, eine Symphonie des Grauens",0013442,1922,2
1631,"Phantom, The",0013496,1922,2
1778,Nathan der Weise,0013428,1922,2
2001,"Man from Beyond, The",0013367,1922,1
3800,H&auml;xan: Witchcraft Through the Ages,0013257,1922,3
5361,"Paleface, The",0012543,1922,0
5901,Nanook of the North,0013427,1922,1
5958,Foolish Wives,0013140,1922,3
5967,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",0013086,1922,3
1961,Safety Last!,0014429,1923,0
1967,Why Worry?,0014611,1923,0
1998,"Silent Command, The",0014469,1923,2
5888,La souriante Madame Beudet,0013626,1923,3
5949,Our Hospitality,0014341,1923,0
8947,A Woman of Paris,0014624,1923,2
1337,Die Nibelungen,0015175,1924,2
1338,Kriemhild&#39;s Revenge,0015174,1924,2
1264,"Thief of Bagdad, The",0015400,1924,0
1960,Wild Oranges,0015498,1924,0
2009,"Navigator, The",0015163,1924,0
2011,Sherlock Jr.,0015324,1924,0
2016,Girl Shy,0014945,1924,0
2020,Manhandled,0015116,1924,3
2413,"Great White Silence, The",1764657,1924,0
6209,Help!,0013845,1924,0
8458,Greed,0015881,1924,3
1305,"Phantom of the Opera, The",0016220,1925,2
1308,Battleship Potemkin,0015648,1925,0
1309,"Gold Rush, The",0015864,1925,0
1978,Go West,0015863,1925,0
2012,"Freshman, The",0015841,1925,0
3077,Seven Chances,0016332,1925,0
5514,"Lost World, The",0016039,1925,2
5962,"Big Parade, The",0015624,1925,2
5991,Stachka,0015361,1925,0
1334,"Temptress, The",0017449,1926,1
1260,Flesh and the Devil,0016884,1926,1
1310,"General, The",0017925,1926,0
1966,For Heaven&#39;s Sake,0016895,1926,0
3217,So&#39;s Your Old Man,0017410,1926,3
5974,Die Abenteuer des Prinzen Achmed,0015532,1926,1
1227,It,0018033,1927,3
1267,Metropolis,0017136,1927,1
1312,Abel Gance&#39;s Napoleon,0018192,1927,2
1311,"Unknown, The",0018528,1927,0
1632,Sunrise: A Song of Two Humans,0018455,1927,2
1964,"Kid Brother, The",0018051,1927,0
1982,Nevada,0018199,1927,0
2010,My Best Girl,0018183,1927,3
3118,Wings,0018578,1927,1
5975,"Jazz Singer, The",0018037,1927,1
7324,Downhill [When Boys Leave Home],0017825,1927,1
11142,"Cat and the Canary, The",0017739,1927,3
1314,"Passion of Joan of Arc, The",0019254,1928,0
1963,Speedy,0019412,1928,0
1968,"Circus, The",0018773,1928,0
1970,"Cameraman, The",0018742,1928,0
1971,"Steamboat Bill, Jr.",0019421,1928,0
1972,"Racket, The",0019304,1928,0
1977,Beggars of Life,0018684,1928,0
1979,"Power of the Press, The",0019290,1928,1
1980,A Girl in Every Port,0018937,1928,0
2013,"Patsy, The",0019258,1928,3
2017,While the City Sleeps,0019571,1928,2
2021,"Man Who Laughs, The",0019130,1928,2
5912,"Crowd, The",0018806,1928,1
5984,"Docks of New York, The",0018839,1928,2
9314,Our Dancing Daughters,0019237,1928,2
1313,Un chien andalou,0020530,1929,0
1953,"Cocoanuts, The",0019777,1929,2
1962,Welcome Danger,0020572,1929,0
2324,Pandora&#39;s Box (Die B&uuml;chse der Pandora),0018737,1929,3
3897,Man with a Movie Camera,0019760,1929,0
5979,Blackmail,0019702,1929,2
6046,Throw of the Dice,0020286,1929,0
7287,Juno and the Paycock [The Shame of Mary Boyle],0021015,1929,3
8464,Broadway Melody,0019729,1929,3
1315,"Blue Angel, The",0020697,1930,1
1316,All Quiet on the Western Front,0020629,1930,0
1326,Anna Christie,0020641,1930,3
3713,Ladies of Leisure,0021040,1930,3
3871,L&#39;Age d&#39;Or,0021577,1930,0
3865,Morocco,0021156,1930,1
3927,Min and Bill,0021148,1930,3
4253,Be Yourself,0020670,1930,2
6782,"Bat Whispers, The",0020668,1930,3
7291,Murder!,0021165,1930,3
8463,Animal Crackers,0020640,1930,3
610,M,0022100,1931,3
628,M&auml;dchen in Uniform,0022183,1931,3
636,Night Nurse,0022208,1931,3
1317,Frankenstein,0021884,1931,1
1327,Anna Christie,0020642,1931,3
1333,Mata Hari,0023196,1931,3
1633,Tabu: A Story of the South Seas,0022458,1931,0
1828,Indiscreet,0022000,1931,3
1956,"Last Flight, The",0022054,1931,0
1974,Pardon Us,0022251,1931,0
1985,Dracula,0021814,1931,2
2384,Monkey Business,0022158,1931,1
2705,City Lights,0021749,1931,3
4243,"Smiling Lieutenant, The",0022074,1931,2
5741,"Cheat, The",0021735,1931,3
5934,"Public Enemy, The",0022286,1931,3
6030,La Chienne,0021739,1931,3
6031,A Nous la Liberte,0022599,1931,1
6043,Little Caesar,0021079,1931,1
7294,"Skin Game, The",0022395,1931,3
7296,Rich and Strange [East of Shanghai],0023395,1931,2
8213,Dracula,0021815,1931,3
8467,Cimarron,0021746,1931,3
8557,Hyppolit a lakaj,0021985,1931,1
9095,Skippy,0022397,1931,3
9110,"Champ, The",0021730,1931,1
1318,I Am a Fugitive from a Chain Gang,0023042,1932,1
1328,Grand Hotel,0022958,1932,3
1983,"Age of Consent, The",0022614,1932,2
2383,Horse Feathers,0023027,1932,1
2550,White Zombie,0023694,1932,0
2767,Boudu Saved from Drowning,0022718,1932,1
3530,"I Was Born, But...",0023634,1932,1
3658,"Most Dangerous Game, The",0023238,1932,0
3659,Freaks,0022913,1932,2
3844,Island of Lost Souls,0024188,1932,1
4775,"Old Dark House, The",0023293,1932,3
5742,Merrily We Go to Hell,0023213,1932,3
5783,"Girl from Calgary, The",0022940,1932,2
5910,Vampyr,0023649,1932,3
5929,Shanghai Express,0023458,1932,3
6051,Three on a Match,0023590,1932,3
6052,Love Me Tonight,0023158,1932,2
6063,Scarface,0023427,1932,1
6092,Red-Headed Woman,0023385,1932,3
6176,"Death Kiss, The",0023935,1932,1
6852,Thirteen Women,0023582,1932,3
6990,"Blue Light (Das Blaue Licht), The",0022694,1932,1
7301,Number 17,0023285,1932,0
10705,"Bitter Tea of General Yen, The",0023814,1932,3
802,Footlight Parade,0024028,1933,3
1330,Queen Christina,0024481,1933,3
1248,"Private Life of Henry VIII., The",0024473,1933,1
2229,King Kong,0024216,1933,0
2231,Little Women,0024264,1933,3
3188,Alice in Wonderland,0023753,1933,3
3210,"Vampire Bat, The",0024727,1933,3
4335,42nd Street,0024034,1933,3
5029,Day of Reckoning,0023932,1933,3
5185,Duck Soup,0023969,1933,1
5752,Tomorrow at Seven,0024679,1933,3
5916,Gold Diggers of 1933,0024069,1933,3
6056,Female,0024008,1933,3
6193,A Study in Scarlet,0024625,1933,3
6205,"Peanut Vendor, The",0024432,1933,0
7450,"Invisible Man, The",0024184,1933,1
7528,Baby Face,0023775,1933,3
8346,Design for Living,0023940,1933,1
8477,Cavalcade,0023876,1933,3
10492,"Kennel Murder Case, The",0024210,1933,1
10702,She Done Him Wrong,0024548,1933,2
10714,Sons of the Desert,0024601,1933,3
621,It Happened One Night,0025316,1934,3
1324,"Cat&#39;s-Paw, The",0024961,1934,1
1325,"Scarlet Empress, The",0025746,1934,3
1329,"Painted Veil, The",0025617,1934,1
1246,"Count of Monte Cristo, The",0025004,1934,1
1270,Cleopatra,0024991,1934,1
1379,Of Human Bondage,0025586,1934,1
1795,L&#39;atalante,0024844,1934,0
1969,"Lost Patrol, The",0025423,1934,0
4443,Spitfire,0025822,1934,3
4702,Maniac,0025465,1934,3
5319,Anne of Green Gables,0024831,1934,3
5523,Lost in the Stratosphere,0025424,1934,2
5821,Search for Beauty,0025755,1934,3
6772,Evelyn Prentice,0025091,1934,3
7304,"Man Who Knew Too Much, The",0025452,1934,3
7999,Imitation of Life,0025301,1934,3
8653,Mystery Liner,0025543,1934,0
10824,It&#39;s a Gift,0025318,1934,3
595,Top Hat,0027125,1935,2
1242,"39 Steps, The",0026029,1935,3
1261,Anna Karenina,0026071,1935,2
1361,Mutiny on the Bounty,0026752,1935,1
1685,Naughty Marietta,0026768,1935,3
2362,Roberta,0026942,1935,3
2756,Magnificent Obsession,0026667,1935,3
3881,A Night At The Opera,0026778,1935,1
3891,"Bride of Frankenstein, The",0026138,1935,3
5750,"Lady in Scarlet, The",0026599,1935,2
5913,"Riverside Murder, The",0026939,1935,2
7998,Mad Love,0026663,1935,2
596,Swing Time,0028333,1936,1
1323,Modern Times,0027977,1936,0
1237,"Charge of the Light Brigade, The",0027438,1936,1
1359,San Francisco,0028216,1936,1
1360,Wife vs. Secretary,0028505,1936,2
1369,"Petrified Forest, The",0028096,1936,3
1992,Mr. Deeds Goes to Town,0027996,1936,3
2363,Born to Dance,0027387,1936,3
2554,Revolt of the Zombies,0028174,1936,0
2699,Earthworm Tractors,0027562,1936,1
2853,Osaka Elegy,0028021,1936,3
3280,Theodora Goes Wild,0028355,1936,3
3401,"Great Ziegfeld, The",0027698,1936,3
3548,"Mandarin Mystery, The",0029207,1936,3
3560,"Only Son, The",0027752,1936,3
3598,Camille,0028683,1936,3
4010,Pennies from Heaven,0028092,1936,3
4069,Romeo and Juliet,0028203,1936,3
4143,Bullets or Ballots,0027407,1936,3
5852,My Man Godfrey,0028010,1936,2
5926,Sabotage,0028212,1936,3
6096,Fury,0027652,1936,2
6174,Murder at Glen Athol,0028000,1936,3
6210,Il caso Valdemar,3427056,1936,0
7227,These Three,0028356,1936,2
7308,Secret Agent,0028231,1936,3
7992,Dracula&#39;s Daughter,0027545,1936,3
597,Shall We Dance,0029546,1937,1
631,Stage Door,0029604,1937,3
795,Stella Dallas,0029608,1937,3
1332,Conquest,0028739,1937,2
1335,Topper,0029682,1937,2
1336,Lost Horizon,0029162,1937,2
1240,"Prisoner of Zenda, The",0029442,1937,1
1244,Knight Without Armor,0029087,1937,2
1358,Parnell,0029377,1937,2
1976,Snow White and the Seven Dwarfs,0029583,1937,3
2382,A Day at the Races,0028772,1937,2
3968,Nothing Sacred,0029322,1937,0
4255,Make Way for Tomorrow,0029192,1937,3
5617,Murder at the Baskervilles (Silver Blaze),0029565,1937,1
5740,Pepe le Moko,0029453,1937,2
6554,"Awful Truth, The",0028597,1937,3
7317,"Girl Was Young, The",0029811,1937,3
7877,Marked Woman,0029217,1937,3
8473,"Bizarre, Bizarre",0027552,1937,3
8478,"Life of Emile Zola, The",0029146,1937,1
10352,Wee Willie Winkie,0029751,1937,3
10838,Captains Courageous,0028691,1937,0
594,Carefree,0029971,1938,2
620,"Lady Vanishes, The",0030341,1938,3
994,Holiday,0030241,1938,3
1238,"Dawn Patrol, The",0030044,1938,0
1367,Jezebel,0030287,1938,2
1378,"Sisters, The",0030755,1938,2
2467,Boys Town,0029942,1938,0
2590,"Mr. Wong, Detective",0030473,1938,1
3103,"Adventures of Robin Hood, The",0029843,1938,2
3283,Bluebeard&#39;s Eighth Wife,0029929,1938,2
3400,Bringing Up Baby,0029947,1938,3
3951,Four Daughters,0030149,1938,3
4495,"Mad Miss Manton, The",0030396,1938,3
6042,"Baker&#39;s Wife, The",0030127,1938,1
7290,Angels with Dirty Faces,0029870,1938,1
174,"Wizard of Oz, The",0032138,1939,3
291,Gone with the Wind,0031381,1939,3
383,Dodge City,0031235,1939,2
588,"Women, The",0032143,1939,3
593,Stagecoach,0031971,1939,3
1239,Wuthering Heights,0032145,1939,2
1245,"Goodbye, Mr. Chips",0031385,1939,2
1259,Ninotchka,0031725,1939,3
1368,Juarez,0031516,1939,2
1370,Dark Victory,0031210,1939,3
1371,Essex and Elizabeth,0031826,1939,2
1382,Young Mr. Lincoln,0032155,1939,2
1383,Jesse James,0031507,1939,2
1384,Drums Along the Mohawk,0031252,1939,2
1385,"Story of Alexander Graham Bell, The",0031981,1939,2
1973,"Flying Deuces, The",0031322,1939,0
2086,"Hunchback of Notre Dame, The",0031455,1939,0
2372,At the Circus,0031060,1939,2
2555,"Gorilla, The",0031387,1939,3
2622,Mr. Wong in Chinatown,0031680,1939,1
2851,Of Mice and Men,0031742,1939,1
3089,"Rules of the Game, The",0031885,1939,3
3723,Babes in Arms,0031066,1939,3
5634,Destry Rides Again,0031225,1939,3
5763,Nancy Drew... Reporter,0031709,1939,3
5863,"Adventures of Sherlock Holmes, The",0031022,1939,3
5946,Mr. Smith Goes to Washington,0031679,1939,2
7322,Jamaica Inn,0031505,1939,3
8098,Le jour se l&egrave;ve,0031514,1939,2
8511,Gulliver&#39;s Travels,0031397,1939,0
9038,Love Affair,0031593,1939,3
10848,Gunga Din,0031398,1939,0
10880,Only Angels Have Wings,0031762,1939,2
478,Pinocchio,0032910,1940,1
618,Rebecca,0032976,1940,3
1265,"Thief of Bagdad, The",0033152,1940,0
1501,"Mortal Storm, The",0032811,1940,3
1355,Comrade X,0032349,1940,2
1356,Boom Town,0032273,1940,1
1357,Strange Cargo,0033105,1940,0
1366,"Return of Frank James, The",0032983,1940,0
1373,"All This, and Heaven Too",0032194,1940,2
1380,"Letter, The",0032701,1940,2
1387,"Grapes of Wrath, The",0032551,1940,3
1975,A Chump at Oxford,0032339,1940,0
2556,"Ape, The",0032215,1940,3
2678,Santa Fe Trail,0033021,1940,1
3033,His Girl Friday,0032599,1940,3
3050,"Sea Hawk, The",0033028,1940,3
3470,"Great Dictator, The",0032553,1940,3
4257,Pride and Prejudice,0032943,1940,3
4354,Primrose Path,0032946,1940,3
4363,Chamber of Horrors / Door with the Seven Locks,0032406,1940,2
4415,"Dance, Girl, Dance",0032376,1940,3
4943,"Philadelphia Story, The",0032904,1940,3
5039,Fantasia,0032455,1940,0
5320,Anne Of Windy Poplars,0032211,1940,3
5773,Gaslight,0031359,1940,3
5802,"Last Alarm, The",0032690,1940,3
7311,Foreign Correspondent,0032484,1940,1
7861,"Shop Around the Corner, The",0033045,1940,3
8480,Knute Rockne All American,0032676,1940,1
1331,Two-Faced Woman,0034328,1941,2
1512,"Shanghai Gesture, The",0034175,1941,3
1230,"Maltese Falcon, The",0033870,1941,1
1266,Citizen Kane,0033467,1941,1
1117,Dumbo,0033563,1941,2
1372,"Little Foxes, The",0033836,1941,2
1386,"Lady Eve, The",0033804,1941,2
1682,"Devil and Miss Jones, The",0033533,1941,3
1941,Mr. Bug Goes to Town,0033727,1941,1
2410,High Sierra,0033717,1941,1
2436,"Wolf Man, The",0034398,1941,2
2446,Cheers for Miss Bishop,0033459,1941,3
2468,Men of Boys Town,0033902,1941,1
2867,49th Parallel,0033627,1941,0
2906,Buck Privates,0033436,1941,3
2910,Hold That Ghost,0033723,1941,3
3717,Meet John Doe,0033891,1941,3
4359,Sullivan&#39;s Travels,0034240,1941,3
6171,Murder by Invitation,0033928,1941,3
6318,Ladies In Retirement,0033802,1941,1
7329,Suspicion,0034248,1941,3
8625,Sun valley serenade,0034241,1941,0
8983,How Green Was My Valley,0033729,1941,3
9025,"Reluctant Dragon, The",0034091,1941,3
9192,King of the Zombies,0033787,1941,3
10347,Ball of Fire,0033373,1941,2
681,"Major and the Minor, The",0035019,1942,3
689,"Now, Voyager",0035140,1942,3
1076,Casablanca,0034583,1942,1
1289,"Magnificent Ambersons, The",0035015,1942,2
1116,Bambi,0034492,1942,1
1388,Son of Fury: The Story of Benjamin Blake,0035360,1942,1
1675,For Me and My Gal,0034746,1942,3
1686,I Married an Angel,0034882,1942,3
2708,Cat People,0034587,1942,3
3518,Black Dragons,0034521,1942,0
3789,There Was a Father,0034591,1942,0
3875,Tales of Manhattan,0035415,1942,2
4475,"Man Who Came to Dinner, The",0033874,1942,3
4870,Woman of the Year,0035567,1942,3
5303,To Be or Not to Be,0035446,1942,0
5859,Sherlock Holmes and the Secret Weapon,0035317,1942,1
5938,Saboteur,0035279,1942,1
5939,Saboteur,0035279,1942,1
6384,Mrs. Miniver,0035093,1942,3
7696,Saludos Amigos,0036326,1942,0
7697,"Corpse Vanishes, The",0034613,1942,1
10343,"Gay Sisters, The",0034770,1942,3
1374,Old Acquaintance,0036230,1943,3
1375,Watch on the Rhine,0036515,1943,3
1691,Girl Crazy,0035942,1943,1
1955,I Walked with a Zombie,0036027,1943,3
1959,"Sky&#39;s the Limit, The",0036363,1943,1
1987,Sahara,0036323,1943,0
1988,Guadalcanal Diary,0035957,1943,0
2407,Tender Comrade,0036418,1943,3
3753,Day of Wrath,0036506,1943,3
3839,"Life and Death of Colonel Blimp, The",0036112,1943,2
3890,Le Corbeau: The Raven,0035753,1943,3
4617,Shadow of a Doubt,0036342,1943,3
4699,Judo Saga (Sanshiro Sugata),0036400,1943,0
5209,Cry &#39;Havoc&#39;,0035770,1943,3
5554,Fires Were Started,0035881,1943,0
6310,"Ox-Bow Incident, The",0036244,1943,1
6315,So Proudly We Hail!,0036367,1943,3
6781,Jane Eyre,0036969,1943,3
7410,"More the Merrier, The",0036172,1943,1
7475,La main du diable,0035017,1943,1
7834,Angels of Sin,0035636,1943,3
8090,"Seventh Victim, The",0036341,1943,3
8501,China,0035735,1943,3
8801,Ossessione,0035160,1943,1
10283,Millions Like Us,0036160,1943,3
10778,Heaven Can Wait,0035979,1943,3
201,Arsenic and Old Lace,0036613,1944,3
1416,Double Indemnity,0036775,1944,3
1376,Mr. Skeffington,0037094,1944,2
1676,Meet Me in St. Louis,0037059,1944,3
1683,Hail the Conquering Hero,0036891,1944,2
2045,Torment,0036914,1944,0
2181,Window in the Window,0037469,1944,1
2715,Laura,0037008,1944,3
3134,Cover Girl,0036723,1944,3
3154,Since You Went Away,0037280,1944,3
3245,To Have and Have Not,0037382,1944,3
3279,I&#39;ll Be Seeing You,0036940,1944,3
4222,National Velvet,0037120,1944,3
4698,"Most Beautiful (Ichiban utsukushiku), The",0036947,1944,3
5983,Lifeboat,0037017,1944,3
6319,"Three Caballeros, The",0038166,1944,0
6420,Minstrel Man,0037076,1944,1
6515,A Canterbury Tale,0036695,1944,3
9270,"Uninvited, The",0037415,1944,3
9718,Die Feuerzangenbowle,0036818,1944,1
794,Mildred Pierce,0037913,1945,3
1213,I Know Where I&#39;m Going,0037800,1945,3
1280,"Seventh Veil, The",0038924,1945,3
1544,Brief Encounter,0037558,1945,3
1639,Along Came Jones,0037508,1945,0
2004,Isle of the Dead,0037820,1945,3
2434,"Enchanted Cottage, The",0037671,1945,3
3271,"Objective, Burma!",0037954,1945,0
3583,"Lost Weekend, The",0037884,1945,2
3999,Detour,0037638,1945,1
4252,Spellbound,0038109,1945,3
4428,"Rome, Open City",0038890,1945,3
5081,Scarlet Street,0038057,1945,3
5129,Children of Paradise,0037674,1945,2
5677,Keep Your Powder Dry,0037843,1945,3
5856,"Woman in Green, The",0038259,1945,3
6017,Anchors Aweigh,0037514,1945,0
6848,Thin Man Goes Home,0037365,1945,2
6945,"Red Dragon, The",0038017,1945,1
7185,Dead of Night,0037635,1945,3
7835,Les dames du Bois de Boulogne,0037630,1945,3
9005,"Wicked Lady, The",0038250,1945,3
10235,Leave Her to Heaven,0037865,1945,3
10345,"Corn Is Green, The",0037614,1945,3
10666,"Bells of St Mary&#39;s, The",0037536,1945,3
622,Notorious,0038787,1946,2
786,"Harvey Girls, The",0038589,1946,3
971,"Big Sleep, The",0038355,1946,1
1424,"Postman Always Rings Twice, The",0038854,1946,1
1231,Stairway to Heaven,0038733,1946,0
1268,Beauty and the Beast,0038348,1946,3
1377,Deception,0038461,1946,0
1381,Devotion,0038474,1946,3
1680,Two Sisters from Boston,0039054,1946,3
2235,It&#39;s a Wonderful Life,0038650,1946,3
2654,"Jolson Story, The",0038661,1946,1
2809,Gilda,0038559,1946,0
3145,"Strange Woman, The",0038990,1946,3
3783,My Darling Clementine,0038762,1946,1
3982,"Best Years of Our Lives, The",0036868,1946,2
4002,Dressed to Kill,0038494,1946,3
4900,Duel in the sun,0038499,1946,2
5497,"Chase, The",0038409,1946,1
5646,Song of the South,0038969,1946,2
5872,Terror by Night,0039017,1946,1
5961,"Dark Corner, The",0038453,1946,1
7671,"Stranger, The",0038991,1946,3
8052,Make Mine Music,0038718,1946,1
